year,Cityid,地区,地区生产总值万元,第一产业增加值万元,第二产业增加值万元,第三产业增加值万元,第一产业增加值占GDP比重,第二产业增加值占GDP比重,第三产业增加值占GDP比重,人均地区生产总值元,户籍人口万人,城镇户籍人口万人,非农业人口数万人,年平均人口万人,年末总户数万户,出生人口人,死亡人口人,自然增长率,常住人口,城镇常住人口万人,年末单位从业人员数万人,城镇私营和个体从业人员数人,年末城镇登记失业人员数人,第一产业从业人员数万人,第二产业从业人员数万人,第三产业从业人员数万人,第一产业从业人员比重,第二产业从业人员比重,第三产业从业人员比重,农林牧渔业从业人员数万人,采掘业从业人员数万人,制造业从业人员数万人,电力煤气及水生产供应业从业人员数万人,建筑业从业人员数万人,交通仓储邮电业从业人员数万人,信息传输计算机服务和软件业从业人员数万人,批发零售贸易业从业人员数万人,住宿餐饮业从业人员数万人,金融业从业人员数万人,房地产业从业人员数万人,租赁和商业服务业从业人员数万人,科研技术服务和地质勘查业从业人员数万人,水利环境和公共设施管理业从业人员数万人,居民服务和其他服务业从业人员数万人,教育业从业人员数万人,卫生社会保险和社会福利业从业人员数万人,文化体育和娱乐业从业人员数万人,公共管理和社会组织从业人员数万人,地质勘察水利管理业从业人数万人,交通仓储邮电通信业从业人员数万人,批发零售贸易餐饮业从业人员数万人,社会服务业从业人员数万人,卫生体育社会福利业从业人员数万人,教育文艺广播影视业从业人员数万人,科研综合技术服务业从业人员数万人,机关和社会团体从业人员数万人,在岗职工平均人数万人,在岗职工工资总额万元,职工平均工资元,行政区域土地面积平方公里,年末耕地总资源千公顷,人均占有耕地面积亩,人口密度人平方公里,水资源总量万立方米,地区生产总值增长率,粮食产量万吨,油料产量万吨,棉花产量万吨,蔬菜产量吨,水果产量吨,肉类产量吨,奶类产量吨,水产品产量吨,禽蛋产量吨,规模以上工业企业数个,内资企业数个,港澳台商投资企业数个,外商投资企业数个,规模以上工业总产值当年价万元,内资企业工业总产值万元,港澳台商投资企业工业总产值万元,外商投资企业工业总产值万元,从业人员年平均人数万人,产品销售收入万元,利税总额万元,本年应交增值税万元,利润总额万元,流动资产年平均余额万元,固定资产净值年平均余额万元,流动资产合计万元,固定资产合计万元,主营业务税金及附加万元,固定资产投资总额万元,房地产开发投资完成额万元,住宅开发投资完成额万元,社会消费品零售总额万元,限额以上批发零售贸易业商品销售总额万元,限额以上批发零售贸易企业数个,当年新签项目个数个,当年合同外资金额万美元,当年实际使用外资金额万美元,货物进口额万元,货物出口额万元,地方财政一般预算内收入万元,工商税收万元,地方财政一般预算内支出万元,科学支出万元,教育支出万元,年末金融机构各项贷款余额万元,年末金融机构存款余额万元,城乡居民储蓄年末余额万元,普通高等学校学校数所,普通中学学校数所,小学学校数所,中等职业教育学校数所,普通高等学校专任教师数人,普通中学专任教师数人,小学专任教师数人,中等职业教育学校专任教师数人,普通高等学校在校学生数人,普通本专科在校学生数人,普通中学在校学生数万人,小学在校学生数万人,高中阶段在校学生数人,中等职业技术学校在校学生数人,成人高等学校在校学生数人,每万人在校大学生数人,每万人在校中等职业学生数人,RD人员人,RD内部经费支出万元,专利申请数件,专利授权数件,发明专利授权数件,公共图书馆个,剧场影剧院数个,公共图书馆图书总藏量千册件,每百人公共图书馆藏书册件,博物馆数个,体育场馆数个,卫生机构数个,医院卫生院数个,医院卫生院床位数张,医生数人,客运总量万人,铁路旅客运量万人,公路客运量万人,水运客运量万人,民用航空客运量人,货运总量万吨,铁路货物运量万吨,公路货运量万吨,水运货运量万吨,民用航空货邮运量吨,年末邮政局数处,邮政业务总量万元,电信业务总量万元,本地电话年末用户数万户,移动电话年末用户数万户,国际互联网用户数户,全年用电量万千瓦时,工业用电万千瓦时,城镇生活消费用电万千瓦时,境内公路总里程公里,高速公路里程公里,工业废水排放量万吨,工业废水排放达标量万吨,工业二氧化硫去除量吨,工业二氧化硫排放量吨,工业烟尘去除量吨,工业烟尘排放量吨,工业二氧化硫产生量吨,工业烟粉尘去除量吨,工业烟粉尘排放量吨,工业氮氧化物排放量吨,生活污水处理率,生活垃圾无害化处理率,工业固体废物综合利用率,一般工业固体废物综合利用率,污水处理厂集中处理率,可吸入细颗粒物年平均浓度微克立方米,保险业承保额万元,城镇职工基本养老保险参保人数人,城镇基本医疗保险参保人数人,失业保险参保人数人,提供住宿的社会工作机构数个,养老机构数个,提供住宿的社会工作机构床位数张,养老机构床位数张,Population_density,Popjuniorcollege,Popcollege,Human_capital_index,GDP_10000yuan,PM25,ResidentsPop,RegisteredPop,Population_mobility_rate,Housing_price
2015,530400,玉溪,12445230,1265679.891,7039022.088,4140528.021,10.17,56.56,33.27,52812,216.01,,,235.6,,,,4.5,,,27.01,339800,9206,.23,13.051,13.729,.85,48.32,50.83,.23,.856,7.696,.65,3.849,.47,.18,2.62,.39,.7,.83,.37,.35,.33,.07,2.87,1.569,.15,2.83,,,,,,,,,65,1250352,49597,15285,,,141,,8.5,,,,2196600,,,6800,16500,129000,334,316,9,9,15645564,15240452,165658,239454,,,,205212,296555,,,3727191,3194043,49921,6675854,655881,391338,2913652,3532424,208,3,,7603,,,1248167,,2232989,28172,368087,8462349,13223266,6834512,2,107,535,9,840,9215,10781,1301,14923,,13.41,15.41,,23149,,69,107,,,,,,,,1312,61,,,,140,12436,5336,,,2027,,,,,10300,,,83,7430,339300,13,205,360000,,,,,,5352,,,32385,,,36993,2317432,37818,,,98,,39.62,97,,,304850,246995,147805,,,,,141.32,,14923,69.08476459423176,12445230,,2.36,2.16,.0925925925925925,6704.6
2016,530400,玉溪,13118823,1349926.887,6853273.135,4915622.978,10.29,52.24,37.47,55389,217,,,217,,,,6.53,,,28.256,339845,10237,.2,13.943,14.112,.71,49.35,49.94,.2,1.39,7.894,.637,4.022,.442,.163,2.79,.384,.739,.821,.391,.332,.348,.08,2.86,1.652,.165,2.947,,,,,,,,,25,1495739,60408,15233,,,,43966,7.6,,,,2296400,,,8000,16800,133800,420,411,8,1,13452716,13066125,148614,237977,,,,753921,4201408,,,8530165,17296870,2491388,8936911,986878,621795,3267664,3861830,221,1,,117,,,1541695,,2333523,31031,418644,9035049,15156746,7523358,2,107,529,12,852,9322,10687,1355,15687,,12,15,,65586,,,,,,,,,,,1385,,,,,140,12848,5572,,,305,1912,,,,80973,10054,,81,9589,147094,11,225,630000,,,,,,5533,,,33912,,,44354,1087050,20866,,,,,48.98,,,,312860,261877,152511,,,,,,,15687,72.29032258064517,13118823,,2.375,2.175,.0919540229885058,6809.5
2017,530400,玉溪,14151400,,,,,,,59510,219,,,218,79,33461,18825,6.68,,,27.665,318656,9964,.204,13.331,14.13,.74,48.19,51.08,.204,.765,7.81,.542,4.214,.421,.204,2.603,.327,.726,.879,.525,.347,.297,.086,2.895,1.667,.153,2.999,,,,,,,,,24,1707518,70106,14942,,,,482263,,,,,2402200,,,8400,17179,139400,434,417,9,8,,,,,,,,791249,1125494,,,8970485,4422119,2557327,,808739,446470,3674488,5015434,216,4,,1133,,,1372211,,2621228,57963,483273,9968856,17193762,8252126,2,107,526,20,875,9508,10563,1406,,16148,12,14,,22749,,,,3332,90882,1819,1003,110,,,1420,,5,13,,72,11119,5889,,,2011,,,,,80973,,,,18345,77206,,259,370000,1211770,976521,40228,,,1954,,,32452,,,,,42019,20320,,86.79000000000001,,54.92,93.17,23,,321071,269842,158305,,,,,,16148,16148,73.7351598173516,14151400,23,2.381,2.19,.087214611872146,6406.25
2018,530400,玉溪,14930383,1494531.338,7663765.594,5772086.068,10.01,51.33,38.66,62641,220,,,220,80,27470,14410,5.93,,,29.836,381473,9364,.069,14.968,14.799,.23,50.17,49.6,.069,.609,7.624,.67,6.065,.386,.202,2.666,.316,.697,1.045,.742,.402,.284,.132,2.846,1.613,.158,3.309,,,,,,,,,24,1827600,76141,14942,,,,468557,8.9,,,,,,,7600,17153,64100,422,407,8,7,,,,,,,,798000,1124000,,,9507000,4245500,2542000,,1293698,762540,3924834,4907798,241,6,,499,27261,1200205,1424888,,2778124,39753,440205,11425444,18473708,8760224,2,107,510,12,848,9498,10466,1449,,16799,12,14,,27950,,,,5375,148080,2430,1473,83,,,1460,,5,13,,71,11126,6074,,,1680,,,,,12669,,,,21663,153694,,246,530000,1338262,1069832,43911,,,1977,,,31911,,,,,53589,17682,,93.94,,58.14,93.45999999999999,26,,332260,269783,165650,,,,,,16799,16799,76.35909090909091,14930383,26,2.386,2.203,.083068542896051,7174.25
2019,530400,玉溪,19500000,1815450,8525400,9155250,9.31,43.72,46.95,81667,221,,,221,80,25285,13986,5.11,,,18.221,430572,9997,.093,4.41,13.717,.51,24.2,75.28,.093,.462,2.48,.2,1.269,.452,.198,1.383,.174,.652,.65,.6899999999999999,.433,.294,.073,3.26,1.587,.186,3.684,,,,,,,,,15,1431478,94006,14942,,,,190676,6.8,,,,,,,,,,433,419,6,8,,,,,,,,776175,1121646,,,9435454,,2800415,,1765407,1066457,8142112,6191785,263,6,,1003,45327,2092720,1331987,,2926903,37781,487968,13405681,19568092,9660409,2,107,508,13,850,9550,10436,1467,,19212,11,14,,27148,,,,7277,202191,2079,1514,75,,,1490,,7,13,,67,11117,6659,,,1605,,,,,13386,,,,26627,158676,,212,570000,1450701,1129384,50266,,,2033,,,20877,,,,,29269,21111,,95.75,,74,94.54000000000001,23,,346025,288257,171300,,,,,,19212,19212,86.93212669683258,19500000,23,2.389,2.213,.0795300497062809,7597
2020,530400,玉溪,20580000,2070348,8639484,9870168,10.06,41.98,47.96,91290,,,,,,,,,225,121,18.384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,1660404,98139,,,,,248157,2.1,,,,,,,,,,428,414,7,7,,,,,,,,,1180845,,,10552141,,,,,,7902904,6716209,264,,,,119153,2392877,1345257,,3015710,97669,499287,15126071,20109108,,2,107,506,21,875,9554,10450,1669,,21326,11,14,,19807,,,,,,,2059,97,,,1510,,12,,,65,11764,7029,,,,,,,,,,,,,,,,,,,,17427,546,,,,11579,,,,,20165,20436,,95.97,,,95.31,20,,361918,303140,178600,,,,,147.2,21326,21326,96.27990970654628,20580000,20,2.25,2.244276,.0025504884425981,7778.333333333333
2021,530400,玉溪,23520000,2359056,10240608,10920336,10.03,43.54,46.43,104780,222,98,,,,,,,,,18.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,1643252,99630,,,,,350000,9.06,,,,,,,,,,477,467,3,7,,,,,,,,,1482700,,,11531230,,,,,,8623501,8752338,347,,,,53348,1502494,1438006,,2575798,48312,504264,16295822,21452234,,2,108,472,21,913,9544,10363,1530,,23682,11,14,,18059,,,,,,,2814,135,,,1540,,12,,,61,11814,7162,,,,,,,,13474,,,,37713,179844,,249,740000,,,,17889,675,,,,8895,,,,,11605,19918,,100,,,97.12,21,,400728,309931,185477,75,67,5023,4909,146.5,23682,23682,106.6756756756757,23520000,21,2.24,2.22237,.0079329724573318,7871
2022,530400,玉溪,25210000,2473101,11304164,11432735,9.81,44.84,45.35,111579,222,102,,,,,,,,,18.565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,1689834,,,,,,320000,4.3,,,,,,,,,,501,489,6,6,,,,,,,,,1195506,,,11963865,,,,,,7888913,10200326,488,,,,90462,629567,1204178,,2331630,37353,443945,17356361,21876964,,2,108,461,13,1035,9326,10085,1395,,25163,11,14,,15139,,,,,,,2752,124,,,5990,,10,,,58,12062,7366,,,410,,,,,5973,,,,39928,189900,,246,,,,,17973,675,,,,8016,,,,,,17867,,94.65000000000001,,,96.25,18,,320207,320207,194187,73,66,4851,4757,148.9863,25163,25163,113.3468468468468,25210000,18,2.278,2.224,.0242805755395683,
2013,530500,保山,4497419,1285362.35,1552509.039,1659547.611,28.58,34.52,36.9,17500,256.9,,,256.2,,,,4.3,,,18.3,112112,8298,.38,8.08,9.85,2.08,44.13,53.79,.38,.48,2.97,.37,4.26,.33,.15,1.06,.31,.37,.53,.11,.23,.37,.01,2.89,1.14,.08,2.27,,,,,,,,,17,661021,38952.33,19637,,,131,,15.33,138.1,6.4,,590600,101400,439000,9000,34754,16000,139,133,2,4,2691278,2561082,98892,31304,,,,109698,194292,,,1443958,2179837,20909,2883336,825183,524129,1363876,1487213,141,6,,10600,,,428355,,1506183,8711,299832,3720724,5557459,3386584,2,122,952,7,723,11140,11275,1084,11097,,15.31,19.6,47303,26743,5014,184,104,,,,,,7,4,723,28,,,1326,115,9060,3229,2034,,1954,,800000,2255,,2255,,,91,5302,52700,14,185,150000,,,,,,6542,,,15136,,,15290,534903,7948,,,98.59999999999999,,90.94,35.54,,,113365,146259,77700,,,,,130.83,,11097,43.1957960295835,4497419,,2.554,2.5692,-.0059162385178266,
2014,530500,保山,5009758,1383695.16,1752914.324,1872647.54,27.62,34.99,37.38,19566,258.8,,,257.9,,,,6.3,,,18.192,120822,7938,.354,8.003,9.835000000000001,1.95,43.99,54.06,.354,.433,3.196,.381,3.994,.349,.125,.697,.282,.408,.602,.115,.234,.346,.016,2.938,1.254,.089,2.381,,,,,,,,,17,708474,41310.44,19637,,,132,,11.2,,,,659500,,,8100,40700,16700,192,186,3,3,3180738,3044738,83148,52852,,,,135754,321442,,,1818531,2511085,29353,3838676,712991,466960,1586968,1758831,146,2,,11800,,,471784,,1642377,7707,296217,4473871,6382316,3805522,2,121,928,7,627,10521,11181,976,11671,,15.64,19,51011,25869,5248,45,100,,,,,,,4,861,33,,,,118,9931,3208,2326,,2248,,780000,3625,,3625,,,91,6903,55387,14,189,170000,,,,,,7941,,,15333,,,15438,1123184,14571,,,98.8,,76.61,86.5,,,119230,333210,80877,,,,,131.8,,11671,45.09659969088099,5009758,,2.567,2.588,-.008114374034003,
2015,530500,保山,5519581,1419636.233,1920814.188,2179130.579,25.72,34.8,39.48,21444,259.1,,,259,,,,5.56,,,18.899,115919,8206,.319,8.324999999999999,10.255,1.69,44.05,54.26,.319,.287,3.259,.387,4.392,.34,.118,.896,.29,.35,.617,.196,.23,.345,.016,2.961,1.291,.093,2.513,,,,,,,,,18,839670,47295,19637,,,132,,11.5,,,,716800,,,8100,44200,19100,216,211,1,4,3633828,3535330,34735,63763,,,,125333,266558,,,1922860,2472236,27212,5018302,660679,543024,1784913,1811329,140,1,,11509,,,522364,,1921314,9515,328693,5508894,7750258,4295173,2,121,904,7,663,10601,11250,1024,12362,,15.39,18.72,,42116,,48,163,,,,,,,,1403,54,,,,119,10757,3546,,,2180,,970000,,,3762,,1619,98,7881,58106,12,189,220000,,,,,,6727,,,14131,,,14204,652410,13776,,,99,,81.02,85,,,125918,147500,84542,,,,,131.89,,12362,47.71130837514472,5519581,,2.581,2.591,-.0038595137012737,
2016,530500,保山,6133904,1513234.117,2140119.106,2480550.778,24.67,34.89,40.44,23692,261,,,260,,,,5.28,,,20.035,98806,8194,.293,9.140000000000001,10.602,1.46,45.62,52.92,.293,.259,3.543,.403,4.936,.363,.114,.926,.304,.369,.637,.215,.252,.399,.022,2.958,1.406,.096,2.54,,,,,,,,,18,976232,53186,19637,,,,1352200,11.1,,,,778900,,,8300,50200,20100,235,230,1,4,4022955,3932307,54227,36421,,,,133826,302145,,,1734973,2819312,30392,6673280,617254,536981,2001754,2017306,151,1,,1208,,,575064,,2126514,9516,396133,5990917,9860924,5083912,2,120,861,6,695,10667,11354,1028,12919,,15,19,,42006,,,,,,,,,,,1542,,,,,126,11499,3899,,,2103,,1220000,,,3888,,2284,98,15600,56786,11,206,280000,,,,,,7509,,,14131,,,14203,1034057,12860,,,99.5,,84.78,92,,,209372,154290,86340,,,,,,,12919,49.49808429118774,6133904,,2.597,2.61,-.0049808429118774,5363.416666666667
2017,530500,保山,6789500,,,,,,,26058,263,,,262,79,39138,25044,5.36,,,20.662,139292,8237,.275,9.609,10.778,1.33,46.51,52.16,.275,.241,3.578,.385,5.406,.38,.112,.722,.389,.354,.711,.219,.248,.407,.02,2.852,1.489,.095,2.779,,,,,,,,,19,1191673,62176,19637,,,,1438700,,,,,864500,,,7100,53533,21000,258,253,2,3,,,,,,,,162585,321530,,,2322917,2922798,40140,,850007,663502,2249011,2019596,163,8,,1032,,,623151,,2380304,8396,441137,6911206,11115552,5757375,3,121,859,12,654,10735,11259,1127,,13621,15,19,,43003,,,,1330,24465,518,229,20,,,990,,15,16,,50,8912,4360,,,2264,149,1600000,,,4361,,3520,,19434,153357,,236,370000,647209,488596,61046,,,820,,,9258,,,,,6658,4586,,99.59999999999999,,76.81,93,,,218149,155746,89943,,,,,,13621,13621,51.79087452471483,6789500,,2.614,2.626,-.0045696877380046,5778.166666666667
2018,530500,保山,7381448,1685184.578,2811593.543,2885408.023,22.83,38.09,39.09,28168,264,,,263,79,31903,17658,5.4,,,21.663,161446,9797,.268,10.082,11.314,1.24,46.54,52.22,.268,.206,4,.375,5.502,.329,.098,.8120000000000001,.426,.364,.799,.198,.261,.387,.022,2.942,1.609,.096,2.971,,,,,,,,,20,1391078,68469,19637,,,,1473300,9.5,,,,,,,9200,54132,9200,269,265,2,2,,,,,,,,203079,570645,,,3020750,2952799,39998,,2127615,,2318207,2123327,182,3,,2367,181985,94635,661551,,2613104,8522,491612,7904757,10637487,6439283,3,122,835,12,716,10770,11248,1150,,15135,15,19,,27098,,,,1972,35547,370,318,13,,,850,,17,19,,48,9690,5133,,,2358,,2190000,,,5078,,3629,,23470,160637,,243,490000,649795,453981,74356,,,994,,,6720,,,,,5589,5141,,99.98,,80.73999999999999,92.02,21,,226580,161779,95120,,,,,,15135,15135,57.32954545454545,7381448,21,2.627,2.64,-.0049242424242425,6817.416666666667
2019,530500,保山,9610000,2047891,3671981,3886284,21.31,38.21,40.44,36548,264,,,264,79,29080,19447,3.64,,,15.595,183685,9603,.08,4.156,11.36,.51,26.65,72.84,.08,.149,2.584,.353,1.07,.379,.188,.507,.169,.624,.546,.398,.225,.229,.017,3.243,1.552,.09,3.192,,,,,,,,,14,1152080,81222,19637,,,,1246800,9.800000000000001,,,,,,,,,,267,262,3,2,,,,,,,,152087,515145,,,3241438,3469350,44386,,2475907,2087337,4202976,2314615,183,5,,399,130606,350410,672152,,2709248,7069,455998,9276457,10603617,7116904,3,125,860,8,703,10855,11178,1085,,18379,15,19,,26977,,,,2516,44364,581,218,11,,,820,,18,26,,57,10699,5848,,,4858,,2600000,,,7893,,4561,,30038,164449,,251,590000,807034,580401,85480,,,861,,,4549,,,,,6646,5349,,100,,91,92.5,20,,237659,171832,98596,,,,,,18379,18379,69.61742424242425,9610000,20,2.63,2.643,-.0049186530457813,7979.416666666667
2020,530500,保山,10530000,2430324,3929796,4169880,23.08,37.32,39.6,43200,,,,,,,,,243,85,15.763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,1202583,83733,,,,,1281300,4.8,,,,,,,,,,272,266,2,4,,,,,,,,,538117,,,3790749,,,,,,4278407,2373644,180,,,,314794,91758,655433,,2709397,7024,464999,10508604,10863696,,3,124,825,8,748,11179,11316,1087,,21618,15,19,,26569,,,,,,,504,24,,,870,,21,,,61,11645,6203,,,4736,,,,,8740,,,,,,,,,,,,20876,401,,,,5235,,,,,5492,7783,,100,,,94.2,19,,250713,182585,103501,,,,,123.8,21618,21618,81.73156899810964,10530000,19,2.431,2.646841,-.0815466437160372,8180.75
2021,530500,保山,11660000,2820554,4330524,4510088,24.19,37.14,38.68,48074,265,121,,,,,,,,,15.608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,1261795,88852,,,,,1210000,6.1,,,,,,,,,,268,261,3,4,,,,,,,,,661693,,,4032861,,,,,,5023398,2963291,206,,,,419534,59492,648666,,2177922,6058,471024,11736090,11406481,,3,120,830,8,836,11123,11422,1163,,24056,15,19,,25509,,,,,,,810,21,,,910,,21,,,56,11371,6541,,,1621,,,,,6362,,,,41756,191661,,255,740000,,,,21292,526,,,,4820,,,,,4787,6357,,100,,,96.40000000000001,23,,272158,187577,112600,72,62,11292,10337,123.1,24056,24056,90.77735849056604,11660000,23,2.418,2.649732,-.0874548822295989,7984.428571428572
2022,530500,保山,12620000,2935412,4899084,4784242,23.26,38.82,37.91,52438,265,123,,,,,,,,,15.652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,1379444,,,,,,1160000,5.7,,,,,,,,,,266,261,1,4,,,,,,,,,1259382,,,5371032,,,,,,5289729,3342710,214,,,,515302,114000,546175,,2323241,3697,485033,13078786,12389696,,3,116,797,8,861,10914,11523,1091,,25558,15,19,,23253,,,,,,,756,27,,,1180,,23,,,56,11187,6841,,,1753,,,,,8678,,,,49309,223832,,280,,,,,21887,526,,,,2726,,,,,,4231,,100,,,99.14,13,,293565,191040,120957,67,66,11165,10875,122.0309,25558,25558,96.44528301886793,12620000,13,2.397,,,
2013,530600,昭通,6347027,1264962.481,3189381.068,1892683.451,19.93,50.25,29.82,10813,586.5,,,584.9,,,,4.3,,,23.8,154929,15540,.16,7.06,16.59,.67,29.65,69.68000000000001,.16,3.23,1.54,.75,1.54,.45,.21,.86,.25,.43,.24,.14,.42,.45,.06,6.45,1.81,.11,4.71,,,,,,,,,22,886698,40861.66,22440,,,261,,14.24,213.75,4.62,,1219000,297300,492000,600,25558,24000,200,195,5,,3778303,3707958,70345,,,,,245004,237510,,,2491211,8355113,420451,5484963,504134,340170,1698835,1736830,107,1,,1482,,,474721,,2612585,12257,584979,4627079,8585931,4358774,1,219,1885,31,379,18726,28937,1228,6619,,37.65,58.84,119636,22186,931,204,38,,,,,,12,,809,14,,,507,1823,18256,4155,2700,106,2586,,80000,3878,152,3511,215,,141,12224,201767,20,288,180000,,,,,,1419,,,32441,,,144846,2424066,14594,,,55.38,,39.74,58.35,,,112708,204339,109217,,,,,261.38,,6619,11.28559249786871,6347027,,,,,
2014,530600,昭通,6703372,1381564.969,3260520.141,2061286.89,20.61,48.64,30.75,12480,594.4,,,590.5,,,,11.1,,,22.4,249058,21296,.176,5.22,17.004,.79,23.3,75.91,.176,1.335,1.615,.776,1.495,.464,.229,.819,.228,.413,.349,.167,.429,.55,.049,6.413,2.027,.13,4.737,,,,,,,,,20,885531,44210.23,22440,,,265,,5.3,,,,1273200,,,500,33900,26300,189,185,4,,3641388,3566928,74460,,,,,316014,438325,,,1912712,10852504,432978,5504760,756032,513770,1900615,1894612,119,,,,,,510201,,3308880,9443,594623,5337696,10432856,4884764,1,220,1846,29,384,19272,28478,1249,7576,,39.99,56.94,130023,21026,828,13,35,,,,,,,,775,13,,,,105,18245,6071,2267,155,2102,,100000,4340,230,3831,279,,151,13693,216649,17,305,220000,,,,,,1497,,,27976,,,144157,,18124,,,65.61,,42.1,65.40000000000001,,,255858,394507,112587,,,,,264.87,,7576,12.74562584118439,6703372,,5.387,5.944,-.0937079407806192,
